id,name,style,brewery_id,ibu,abv,ounces,stock,price,image
567,Churchkey Pilsner Style Beer,American Pilsner,526,29,4.9,12.0,63,13.5,/img/beers/567.png
1342,First Press,Cider,425,27,5.0,12.0,75,10.98,/img/beers/1342.png
1341,Magic Apple,Cider,425,26,5.0,12.0,44,10.48,/img/beers/1341.png
2349,Cubano Espresso,Bock,141,25,5.5,12.0,97,9.76,/img/beers/2349.png
2014,Operation Homefront,American IPA,141,65,6.2,12.0,37,7.79,/img/beers/2014.png
2013,Wandering Pelican,American Black Ale,141,65,8.19999999999999,12.0,12,6.37,/img/beers/2013.png
2012,Sugar Plum,American Brown Ale,141,64,5.5,12.0,92,8.81,/img/beers/2012.png
2011,Oktoberfest,Märzen / Oktoberfest,141,63,5.5,12.0,94,13.72,/img/beers/2011.png
2010,Puppy's Breath Porter,American Porter,141,62,6.0,12.0,46,6.3,/img/beers/2010.png
2009,Happening Now,American IPA,141,61,4.5,12.0,35,9.67,/img/beers/2009.png
1726,Hopped on the High Seas (Hop #529),American IPA,141,60,7.000000000000001,12.0,68,14.72,/img/beers/1726.png
1725,Hopped on the High Seas (Calypso),American IPA,141,60,7.000000000000001,12.0,10,10.24,/img/beers/1725.png
1695,Wiregrass Post-Prohibition Ale,American Pale Ale (APA),141,60,6.3,12.0,34,7.81,/img/beers/1695.png
1694,Dry-Hopped On The High Seas Caribbean-Style IPA,American IPA,141,60,7.000000000000001,12.0,75,13.23,/img/beers/1694.png
1693,Hopped on the High Seas (Citra),American IPA,141,60,7.000000000000001,12.0,50,14.1,/img/beers/1693.png
1692,Hopped on the High Seas (Ahtanum),American IPA,141,60,7.000000000000001,12.0,5,7.88,/img/beers/1692.png
1369,Gwar Beer,American Pale Ale (APA),141,63,5.5,12.0,33,14.68,/img/beers/1369.png
1243,Tropical Heatwave,American Pale Wheat Ale,141,66,5.2,16.0,25,16.03,/img/beers/1243.png
1142,Humidor Series India Pale Ale,American IPA,141,70,7.5,12.0,15,7.56,/img/beers/1142.png
1141,Jai Alai IPA Aged on White Oak,American IPA,141,70,7.5,12.0,28,14.82,/img/beers/1141.png
1140,José Martí American Porter,American Porter,141,65,8.0,12.0,46,12.82,/img/beers/1140.png
1139,Invasion Pale Ale,American Pale Ale (APA),141,45,5.0,12.0,1,12.73,/img/beers/1139.png
1138,Maduro Brown Ale,English Brown Ale,141,25,5.5,12.0,80,6.11,/img/beers/1138.png
571,Maduro Brown Ale,American Brown Ale,141,25,5.5,12.0,41,16.39,/img/beers/571.png
570,Hotter Than Helles Lager,Munich Helles Lager,141,50,5.0,12.0,40,13.93,/img/beers/570.png
569,Tocobaga Red Ale,American Amber / Red Ale,141,75,7.199999999999999,12.0,58,8.38,/img/beers/569.png
546,Jai Alai IPA,American IPA,141,70,7.5,12.0,10,10.02,/img/beers/546.png
545,Florida Cracker Belgian Wit,Witbier,141,18,5.0,12.0,47,9.69,/img/beers/545.png
2338,Shark Tracker Light lager,Light Lager,145,23,4.8,12.0,16,11.12,/img/beers/2338.png
1365,Pumple Drumkin,Pumpkin Ale,145,28,6.0,12.0,66,15.84,/img/beers/1365.png
1094,Grey Lady,Witbier,145,33,4.5,12.0,29,10.44,/img/beers/1094.png
657,Summer of Lager,Munich Helles Lager,145,39,6.2,12.0,96,11.31,/img/beers/657.png
656,Indie Pale Ale,American IPA,145,44,6.5,12.0,95,16.82,/img/beers/656.png
359,Sankaty Light Lager,Light Lager,145,49,3.8,12.0,78,10.85,/img/beers/359.png
56,Whale's Tale Pale Ale,English Pale Ale,145,54,5.59999999999999,12.0,94,15.51,/img/beers/56.png
1772,Jacaranada Rye IPA,American IPA,320,60,6.7,16.0,60,21.57,/img/beers/1772.png
1393,Cascadian Dark Ale,American Black Ale,418,75,6.0,12.0,71,13.76,/img/beers/1393.png
893,Wheat the People,American Pale Wheat Ale,418,13,4.3999999999999995,16.0,30,18.61,/img/beers/893.png
1407,Tybee Island Blonde,American Blonde Ale,415,17,4.7,12.0,15,9.6,/img/beers/1407.png
1406,Savannah Brown Ale,American Brown Ale,415,55,6.2,12.0,41,7.92,/img/beers/1406.png
2438,Rhode Island Blueberry,Kölsch,101,11,4.6,12.0,96,13.8,/img/beers/2438.png
2437,Newport Storm IPA,American IPA,101,75,6.5,12.0,65,14.06,/img/beers/2437.png
751,Hurricane Amber Ale (2004),American Amber / Red Ale,101,24,5.2,12.0,24,6.46,/img/beers/751.png
120,Hurricane Amber Ale,American Amber / Red Ale,101,24,5.2,12.0,72,13.12,/img/beers/120.png
2061,Big Blue Van,Fruit / Vegetable Beer,232,49,5.79999999999999,16.0,35,16.09,/img/beers/2061.png
970,Des Moines IPA,American IPA,482,75,6.800000000000001,16.0,10,10.78,/img/beers/970.png
969,Capital Gold Golden Lager,German Pilsener,482,22,4.8,16.0,31,15.35,/img/beers/969.png
968,Farmer John's Multi-Grain Ale,American Blonde Ale,482,21,5.59999999999999,16.0,70,9.08,/img/beers/968.png
2351,Behemoth,American Pilsner,139,22,5.0,12.0,21,7.76,/img/beers/2351.png
1650,Arkansas Red,American Amber / Red Ale,139,23,5.2,12.0,72,16.99,/img/beers/1650.png
1337,Core Oatmeal Stout,Oatmeal Stout,139,24,5.7,12.0,13,15.66,/img/beers/1337.png
1336,Core ESB,Extra Special / Strong Bitter (ESB),139,25,6.1,12.0,37,15.49,/img/beers/1336.png
737,Chester's Beer (2005),American Pale Lager,512,26,3.8,12.0,83,17.97,/img/beers/737.png
129,Heiner Brau Kölsch,Kölsch,553,27,5.0,12.0,93,17.22,/img/beers/129.png
716,Trigger Blonde Ale,American Blonde Ale,515,28,4.8,16.0,90,19.18,/img/beers/716.png
659,Crabtree Oatmeal Stout,Oatmeal Stout,515,29,7.5,16.0,58,11.85,/img/beers/659.png
556,Eclipse Black IPA,American Black Ale,515,71,7.7,16.0,60,16.37,/img/beers/556.png
2538,Neomexicanus Native,American Pale Ale (APA),63,46,6.0,12.0,73,17.37,/img/beers/2538.png
2355,Old Soul,Belgian Strong Pale Ale,63,25,7.5,12.0,23,15.9,/img/beers/2355.png
1689,Snowcat Coffee Stout,American Stout,63,22,5.8999999999999995,12.0,98,16.55,/img/beers/1689.png
1163,WinterWonderGrass Festival Ale,American Amber / Red Ale,63,20,5.666666666666666,12.0,45,15.93,/img/beers/1163.png
940,Boohai Red Ale,American Amber / Red Ale,63,17,5.433333333333333,12.0,12,9.6,/img/beers/940.png
685,Lava Lake Wit,Witbier,63,15,5.2,12.0,87,16.07,/img/beers/685.png
613,Mountain Livin' Pale Ale,American Pale Ale (APA),63,20,6.0,12.0,78,7.15,/img/beers/613.png
356,Crazy Mountain Amber Ale,American Amber / Red Ale,63,25,5.2,12.0,4,13.68,/img/beers/356.png
2029,Tropicalia,American IPA,247,65,6.5,12.0,86,6.65,/img/beers/2029.png
2028,Athena,Berliner Weissbier,247,45,4.5,12.0,84,6.73,/img/beers/2028.png
2293,Aviator Raspberry Blonde,American Blonde Ale,169,25,4.9,12.0,57,11.72,/img/beers/2293.png
1105,3 Picket Porter,American Porter,169,25,5.5,12.0,74,8.05,/img/beers/1105.png
1104,Rusty Nail Pale Ale,American Pale Ale (APA),169,26,5.59999999999999,12.0,31,16.2,/img/beers/1104.png
2145,Red Water Irish Style Red,American Amber / Red Ale,212,26,6.5,12.0,23,10.43,/img/beers/2145.png
1804,Mjöllnir,Herbed / Spiced Beer,212,27,6.6000000000000005,12.0,68,17.93,/img/beers/1804.png
1602,Bear Butte Nut Brown Ale,American Brown Ale,212,28,5.5,12.0,49,11.47,/img/beers/1602.png
1301,Easy Livin' Summer Ale,American Blonde Ale,212,28,4.5,12.0,100,7.12,/img/beers/1301.png
542,Canyon Cream Ale,Cream Ale,212,29,5.5,12.0,23,14.58,/img/beers/542.png
272,Pile O'Dirt Porter,American Porter,212,29,6.9,12.0,35,7.12,/img/beers/272.png
271,11th Hour IPA,American IPA,212,30,6.0,12.0,86,10.63,/img/beers/271.png
1057,South Ridge Amber Ale,American Amber / Red Ale,472,31,6.0,16.0,46,11.63,/img/beers/1057.png
681,Summertime Ale,Kölsch,472,23,5.2,16.0,9,22.02,/img/beers/681.png
1789,Lost River Blonde Ale,American Blonde Ale,315,22,4.9,16.0,38,17.91,/img/beers/1789.png
1788,Monon Wheat,Witbier,315,21,5.4,16.0,7,17.12,/img/beers/1788.png
1787,Floyd's Folly,Scottish Ale,315,20,8.0,16.0,8,14.23,/img/beers/1787.png
1786,Half Court IPA,American IPA,315,19,6.3,16.0,9,10.78,/img/beers/1786.png
1763,Geary's Pale Ale,English Pale Ale,323,18,4.5,12.0,79,8.63,/img/beers/1763.png
1311,Geary's Summer Ale,Kölsch,323,17,6.0,12.0,82,15.93,/img/beers/1311.png
2078,Stone of Arbroath,Scotch Ale / Wee Heavy,227,16,8.0,12.0,59,14.06,/img/beers/2078.png
1809,The Tradition,American Blonde Ale,227,15,5.0,12.0,71,15.43,/img/beers/1809.png
1263,El Hefe Speaks,Hefeweizen,227,11,5.3,12.0,38,13.82,/img/beers/1263.png
1092,Penn Quarter Porter,American Porter,227,63,5.5,12.0,92,17.93,/img/beers/1092.png
851,On the Wings of Armageddon,American Double / Imperial IPA,227,115,9.2,12.0,34,13.5,/img/beers/851.png
186,The Corruption,American IPA,227,80,6.5,12.0,70,11.13,/img/beers/186.png
185,The Citizen,Belgian Pale Ale,227,75,7.000000000000001,12.0,89,15.96,/img/beers/185.png
184,The Public,American Pale Ale (APA),227,70,6.0,12.0,23,7.39,/img/beers/184.png
1224,Dank IPA,American IPA,451,65,6.5,16.0,4,16.7,/img/beers/1224.png
964,Dank IPA (2012),American IPA,451,60,6.5,16.0,64,16.59,/img/beers/964.png
1623,Lift Off IPA,American IPA,358,56,7.199999999999999,16.0,12,10.91,/img/beers/1623.png
110,BrewFarm Select Golden Lager,American Pale Lager,554,51,5.5,12.0,83,8.15,/img/beers/110.png
1735,Sprocket Blonde Ale (2006),American Blonde Ale,333,46,5.0,12.0,100,15.35,/img/beers/1735.png
1734,Sprocket Pale Ale (2006),American Pale Ale (APA),333,41,5.0,12.0,60,13.32,/img/beers/1734.png
1746,Dead Armadillo Amber Ale,American Amber / Red Ale,330,37,6.3,12.0,30,8.72,/img/beers/1746.png
2371,Neato Bandito,Euro Pale Lager,127,35,6.0,12.0,70,16.61,/img/beers/2371.png
2251,Oak Cliff Coffee Ale,American Brown Ale,127,33,7.5,12.0,99,17.56,/img/beers/2251.png
2166,Dream Crusher Double IPA,American Double / Imperial IPA,127,100,8.5,12.0,70,13.92,/img/beers/2166.png
1827,Deep Ellum Pale Ale,American Pale Ale (APA),127,75,6.0,12.0,79,6.78,/img/beers/1827.png
1203,Double Brown Stout,Baltic Porter,127,50,7.000000000000001,12.0,20,15.32,/img/beers/1203.png
1202,Farmhouse Wit,Saison / Farmhouse Ale,127,25,4.8,16.0,26,22.38,/img/beers/1202.png
1161,Rye Pils Session Lager,German Pilsener,127,24,4.6,12.0,32,8.06,/img/beers/1161.png
946,Dallas Blonde,American Blonde Ale,127,23,5.2,12.0,85,8.71,/img/beers/946.png
943,Deep Ellum IPA,American IPA,127,70,7.000000000000001,12.0,99,11.83,/img/beers/943.png
1886,Thrasher Session India Pale Ale,American IPA,283,44,4.5,12.0,50,6.75,/img/beers/1886.png
1885,Gutch English Style Mild Ale,English Pale Mild Ale,283,16,5.0,12.0,63,14.8,/img/beers/1885.png
1213,Chuli Stout,Irish Dry Stout,453,55,5.8999999999999995,12.0,54,10.19,/img/beers/1213.png
1159,Mother Ale,American Blonde Ale,453,46,5.59999999999999,12.0,20,11.78,/img/beers/1159.png
947,Twister Creek India Pale Ale,American IPA,453,71,6.5,12.0,48,7.1,/img/beers/947.png
929,Single Engine Red,Irish Red Ale,453,46,5.79999999999999,12.0,42,12.92,/img/beers/929.png
1944,Incredible Pedal IPA,American IPA,263,44,7.000000000000001,12.0,35,13.61,/img/beers/1944.png
1943,Graham Cracker Porter,American Porter,263,42,5.0,12.0,63,11.3,/img/beers/1943.png
1210,Mirror Pond Pale Ale,American Pale Ale (APA),454,40,5.0,12.0,16,10.58,/img/beers/1210.png
2550,Weissenheimer,Hefeweizen,57,16,5.2,12.0,43,8.92,/img/beers/2550.png
2505,Abbey's Single (2015- ),Abbey Single Ale,57,22,4.9,12.0,10,11.78,/img/beers/2505.png
2025,Vertex IPA,American IPA,57,76,6.3,12.0,46,7.99,/img/beers/2025.png
2021,Here Gose Nothin',Gose,57,12,5.0,12.0,90,8.05,/img/beers/2021.png
2015,Strawberry Blonde,Fruit / Vegetable Beer,57,48,5.0,12.0,3,12.93,/img/beers/2015.png
1888,Hoperation Overload,American Double / Imperial IPA,57,85,9.6,12.0,6,11.56,/img/beers/1888.png
1887,Abbey's Single Ale (Current),Abbey Single Ale,57,22,4.9,12.0,69,13.82,/img/beers/1887.png
2051,Bravo Four Point,American Pale Ale (APA),237,45,4.3999999999999995,12.0,13,7.63,/img/beers/2051.png
1201,Striped Bass Pale Ale,American Pale Ale (APA),237,26,5.2,12.0,50,13.23,/img/beers/1201.png
924,Deadicated Amber,American Amber / Red Ale,491,27,5.4,16.0,47,9.15,/img/beers/924.png
731,Kaleidoscope Collaboration 2012,American Black Ale,491,56,6.25,16.0,50,13.2,/img/beers/731.png
730,California Sunshine Rye IPA,American IPA,491,85,7.1,16.0,40,16.76,/img/beers/730.png
647,Full Boar Scotch Ale,Scotch Ale / Wee Heavy,491,12,7.3999999999999995,16.0,82,14.64,/img/beers/647.png
1773,12 Man Pale Ale,American Pale Ale (APA),319,42,4.5,12.0,51,12.08,/img/beers/1773.png
1795,Filthy Hoppin' IPA,American IPA,311,72,6.5,16.0,17,19.81,/img/beers/1795.png
944,Dock Street Amber Beer (1992),American Amber / Red Ale,488,74,6.3,12.0,42,15.42,/img/beers/944.png
524,Dolores River Hefeweizen,Hefeweizen,531,77,6.1,16.0,99,19.16,/img/beers/524.png
450,Dolores River ESB,Extra Special / Strong Bitter (ESB),531,80,5.9,16.0,88,20.22,/img/beers/450.png
449,Snaggletooth Double Pale Ale,American Double / Imperial IPA,531,83,5.7,16.0,42,21.64,/img/beers/449.png
448,Dolores River Pale Ale,American Pale Ale (APA),531,86,5.5,16.0,32,9.74,/img/beers/448.png
447,Dolores River Dry Stout,Irish Dry Stout,531,88,5.300000000000001,16.0,82,8.21,/img/beers/447.png
446,Dolores River Mild,English Dark Mild Ale,531,91,5.1000000000000005,16.0,92,20.49,/img/beers/446.png
1246,Cranberry Blend,Cider,446,94,4.9,12.0,19,8.5,/img/beers/1246.png
977,Orignal Blend,Cider,446,97,5.1,12.0,59,11.5,/img/beers/977.png
881,Hop Abomination,American IPA,496,100,6.6000000000000005,12.0,73,16.57,/img/beers/881.png
880,Apricot Blonde,Fruit / Vegetable Beer,496,17,5.1,12.0,91,9.44,/img/beers/880.png
872,Dry Dock Hefeweizen,Hefeweizen,496,12,4.3,12.0,82,14.72,/img/beers/872.png
871,Dry Dock Amber Ale,American Amber / Red Ale,496,49,5.79999999999999,12.0,89,14.74,/img/beers/871.png
1685,Category 3 IPA,American IPA,340,64,6.1,12.0,33,7.07,/img/beers/1685.png
457,Dundee Summer Wheat Beer,American Pale Wheat Ale,538,18,4.5,12.0,45,16.83,/img/beers/457.png
1590,Pumpkin Patch Ale,Pumpkin Ale,369,46,5.0,16.0,34,15.75,/img/beers/1590.png
1382,Crank Yanker IPA,American IPA,369,74,7.8,16.0,38,21.03,/img/beers/1382.png
1110,River Runners Pale Ale,American Pale Ale (APA),369,74,6.0,16.0,15,18.63,/img/beers/1110.png
1014,Pumpkin Patch Ale (2012),Pumpkin Ale,369,74,5.0,16.0,11,22.63,/img/beers/1014.png
911,Mountain Fairy Raspberry Wheat,Fruit / Vegetable Beer,369,74,5.5,16.0,37,18.08,/img/beers/911.png
680,Boater Beer,German Pilsener,369,74,4.5,16.0,60,9.38,/img/beers/680.png
395,Crank Yanker IPA (2011),American IPA,369,74,7.8,16.0,99,17.52,/img/beers/395.png
1642,Bleeding Buckeye Red Ale,Extra Special / Strong Bitter (ESB),352,49,5.7,16.0,39,12.21,/img/beers/1642.png
673,Dottie Seattle Lager,American Amber / Red Lager,516,25,4.9,16.0,83,8.84,/img/beers/673.png
1107,Nut Sack Imperial Brown Ale,American Brown Ale,465,30,7.000000000000001,12.0,79,8.74,/img/beers/1107.png
1039,Underachiever,American Adjunct Lager,473,35,5.0,16.0,40,14.82,/img/beers/1039.png
2477,Lil' Brainless Raspberries,Fruit / Vegetable Beer,81,40,5.2,12.0,78,15.95,/img/beers/2477.png
2008,Element 29,American Pale Ale (APA),81,45,5.2,12.0,76,17.67,/img/beers/2008.png
2004,Hop Syndrome,American Pale Lager,81,50,5.0,12.0,25,13.58,/img/beers/2004.png
2003,Escape to Colorado,American IPA,81,55,6.2,12.0,89,9.07,/img/beers/2003.png
2292,Little Sister India Style Session Ale,American IPA,170,60,4.3,12.0,24,6.2,/img/beers/2292.png
1504,Country Boy IPA,American IPA,170,80,6.2,12.0,9,8.01,/img/beers/1504.png
2604,Blonde Czich,American Blonde Ale,26,23,4.9,16.0,18,13.73,/img/beers/2604.png
2432,White Reaper,Belgian IPA,26,61,7.000000000000001,16.0,1,20.36,/img/beers/2432.png
2431,Bobblehead,American Pale Wheat Ale,26,57,5.1,16.0,29,20.09,/img/beers/2431.png
2430,Lucky Dog,American Pale Ale (APA),26,54,5.2,16.0,64,8.74,/img/beers/2430.png
2429,Voodoo,American Porter,26,51,4.8,16.0,46,11.98,/img/beers/2429.png
1967,General George Patton Pilsner,Czech Pilsener,26,48,5.4,16.0,53,8.69,/img/beers/1967.png
2283,Nomader Weiss,Berliner Weissbier,173,45,4.0,12.0,38,8.25,/img/beers/2283.png
2248,Molotov Lite,American Double / Imperial IPA,173,42,8.5,16.0,87,21.46,/img/beers/2248.png
1287,Hipster Ale (Two Roads Brewing),American Pale Ale (APA),173,40,5.5,12.0,48,8.48,/img/beers/1287.png
1286,Bikini Beer,American IPA,173,37,2.7,12.0,6,8.98,/img/beers/1286.png
640,Hipster Ale (Westbrook Brewing),American Pale Ale (APA),173,34,5.5,12.0,67,16.57,/img/beers/640.png
1722,Iron Horse Pale Ale,American Pale Ale (APA),335,32,5.0,12.0,80,12.56,/img/beers/1722.png
1435,Stone's Throw IPA,Scottish Ale,335,19,4.5,12.0,65,7.18,/img/beers/1435.png
1434,Wood Chipper India Pale Ale,American IPA,335,70,6.7,12.0,1,14.74,/img/beers/1434.png
2089,Trail Head,American Pale Ale (APA),224,55,6.3,12.0,84,10.58,/img/beers/2089.png
2088,Hop Stalker Fresh Hop IPA,American IPA,224,80,7.000000000000001,16.0,72,16.22,/img/beers/2088.png
1455,Sudice American Stout,American Stout,405,58,7.000000000000001,16.0,100,11.47,/img/beers/1455.png
1454,Parcae Belgian Style Pale Ale,Belgian Pale Ale,405,20,5.0,16.0,67,20.74,/img/beers/1454.png
1453,Norns Roggenbier,Roggenbier,405,20,5.0,16.0,97,16.82,/img/beers/1453.png
1452,Laimas Kölsch Style Ale,Kölsch,405,20,5.0,16.0,93,13.58,/img/beers/1452.png
1451,Moirai India Pale Ale,American IPA,405,70,7.000000000000001,16.0,62,15.25,/img/beers/1451.png
2191,Loki Red Ale,American Amber / Red Ale,201,53,7.5,16.0,29,14.67,/img/beers/2191.png
1731,Peaches & Cream,Fruit / Vegetable Beer,201,53,4.6,16.0,56,14.37,/img/beers/1731.png
1022,Quaff India Style Session Ale,American IPA,201,53,5.1,16.0,19,11.06,/img/beers/1022.png
895,Loki Red Ale (2013),American Amber / Red Ale,201,53,7.5,16.0,46,15.35,/img/beers/895.png
682,Mjolnir Imperial IPA,American Double / Imperial IPA,201,58,6.9,16.0,61,12.33,/img/beers/682.png
112,Fearless Scottish Ale,Scottish Ale,201,63,5.0,16.0,6,15.52,/img/beers/112.png
2289,Mastermind,American Double / Imperial IPA,172,69,8.1,12.0,63,11.9,/img/beers/2289.png
2027,Hyzer Flip,American Double / Imperial IPA,172,74,8.19999999999999,16.0,89,15.13,/img/beers/2027.png
1929,Second Fiddle,American Double / Imperial IPA,172,80,8.19999999999999,16.0,16,19.45,/img/beers/1929.png
1858,Hodad Porter,American Porter,172,30,5.5,16.0,90,12.55,/img/beers/1858.png
2591,Weiss Weiss Baby,Kristalweizen,36,37,4.5,12.0,51,16.0,/img/beers/2591.png
2590,Czech Yo Self,Czech Pilsener,36,45,5.5,12.0,42,11.13,/img/beers/2590.png
1968,FMB 101,Kölsch,36,20,4.8,12.0,76,15.63,/img/beers/1968.png
1981,Hardcore Chimera,American Double / Imperial IPA,256,50,9.0,16.0,32,20.2,/img/beers/1981.png
1664,Sobek & Set,American Black Ale,256,80,8.0,16.0,27,10.35,/img/beers/1664.png
1663,Nuclear Winter,Belgian Strong Dark Ale,256,51,8.6,16.0,94,18.53,/img/beers/1663.png
1662,Wet Hot American Wheat Ale,American Pale Wheat Ale,256,22,5.0,16.0,97,16.85,/img/beers/1662.png
941,Secret Stache Stout,American Stout,256,47,5.3,16.0,29,23.79,/img/beers/941.png
935,Fascist Pig Ale,American Amber / Red Ale,256,72,8.0,16.0,91,8.96,/img/beers/935.png
809,Cut Throat Pale Ale,American Pale Ale (APA),256,67,5.5,16.0,81,9.91,/img/beers/809.png
481,Threadless IPA,American IPA,256,62,7.5,16.0,22,13.54,/img/beers/481.png
351,Cut Throat Pale Ale (2011),American Pale Ale (APA),256,57,5.5,16.0,5,13.25,/img/beers/351.png
350,Golden Wing Blonde Ale,American Blonde Ale,256,52,4.7,16.0,79,14.52,/img/beers/350.png
2569,Easy Jack,American IPA,48,47,4.5,12.0,69,8.41,/img/beers/2569.png
2463,Union Jack,American IPA,48,75,7.5,12.0,61,7.35,/img/beers/2463.png
2462,Pivo Pils,German Pilsener,48,56,5.3,12.0,51,6.1,/img/beers/2462.png
1957,805 Blonde Ale,American Blonde Ale,48,38,4.7,12.0,59,14.05,/img/beers/1957.png
1733,805,American Blonde Ale,48,20,4.7,12.0,62,10.85,/img/beers/1733.png
2624,Deflator,Doppelbock,16,23,6.5,16.0,22,16.44,/img/beers/2624.png
2284,Hinchtown Hammer Down,American Blonde Ale,16,27,5.0,16.0,64,16.64,/img/beers/2284.png
1610,Half Cycle IPA,American IPA,16,104,6.0,16.0,76,17.34,/img/beers/1610.png
520,Inclined Plane Ale,American IPA,532,89,5.75,12.0,40,15.45,/img/beers/520.png
2554,Moped Traveler,American Pale Ale (APA),54,74,5.5,16.0,43,14.58,/img/beers/2554.png
608,Snake Dog IPA,American IPA,521,60,7.1,12.0,76,11.34,/img/beers/608.png
607,Underdog Atlantic Lager,American Pale Lager,521,28,4.7,12.0,85,8.41,/img/beers/607.png
2567,Flying Mouse 8,American Porter,50,49,4.0,12.0,47,13.16,/img/beers/2567.png
2566,Flying Mouse 4,American IPA,50,70,7.000000000000001,12.0,74,13.56,/img/beers/2566.png
1899,La Ferme Urbaine Farmhouse Ale,Saison / Farmhouse Ale,279,59,7.8,12.0,69,13.64,/img/beers/1899.png
983,Backyahd IPA,American IPA,279,49,6.0,12.0,95,7.8,/img/beers/983.png
982,Raincloud Robust Porter,American Porter,279,38,6.5,12.0,30,9.84,/img/beers/982.png
981,Barstool American Golden Ale,American Blonde Ale,279,28,4.5,12.0,100,6.71,/img/beers/981.png
2111,What the Butler Saw,Witbier,217,18,5.0,12.0,24,7.81,/img/beers/2111.png
2110,1916 Shore Shiver,American IPA,217,65,6.9,12.0,4,17.91,/img/beers/2110.png
2172,Quick WIT,Belgian Pale Ale,206,67,5.2,12.0,89,17.53,/img/beers/2172.png
2171,The Optimist,American IPA,206,70,6.2,12.0,21,16.37,/img/beers/2171.png
1911,Suicide Squeeze IPA,American IPA,206,73,4.5,16.0,62,9.23,/img/beers/1911.png
1803,Java the Hop,American IPA,206,75,6.5,16.0,62,10.66,/img/beers/1803.png
1566,Next Adventure Black IPA,American Black Ale,206,78,6.2,16.0,29,23.14,/img/beers/1566.png
1515,3-Way IPA (2013),American IPA,206,81,6.7,16.0,38,16.8,/img/beers/1515.png
1214,Tender Loving Empire NWPA,American Pale Ale (APA),206,83,5.79999999999999,16.0,27,23.09,/img/beers/1214.png
674,Quick Wit Belgianesque Ale,Witbier,206,86,5.2,16.0,80,16.44,/img/beers/674.png
562,Sunrise Oatmeal Pale Ale,American Pale Ale (APA),206,89,5.5,16.0,7,8.43,/img/beers/562.png
552,Cavatica Stout,American Double / Imperial Stout,206,91,8.799999999999999,16.0,26,10.53,/img/beers/552.png
319,1811 Lager,American Amber / Red Lager,206,94,5.1,16.0,4,16.71,/img/beers/319.png
318,Vortex IPA,American IPA,206,97,7.3999999999999995,16.0,53,22.98,/img/beers/318.png
2322,Fort Pitt Ale,American Amber / Red Ale,151,58,6.05,12.0,29,13.03,/img/beers/2322.png
2661,Park,American Pale Wheat Ale,4,19,4.7,12.0,88,17.09,/img/beers/2661.png
2660,Westfalia,American Amber / Red Ale,4,16,5.59999999999999,12.0,84,17.13,/img/beers/2660.png
2659,KSA,Kölsch,4,17,4.6,12.0,67,9.15,/img/beers/2659.png
2658,Villager,American IPA,4,42,6.3,12.0,72,16.51,/img/beers/2658.png
2625,Dirty Bastard,Scotch Ale / Wee Heavy,15,50,8.5,12.0,48,9.86,/img/beers/2625.png
1565,Centennial IPA,American IPA,15,65,7.199999999999999,12.0,33,6.73,/img/beers/1565.png
1223,All Day IPA,American IPA,15,42,4.7,12.0,21,12.47,/img/beers/1223.png
1874,El Chingon IPA,American IPA,287,73,7.6,12.0,54,13.21,/img/beers/1874.png
1873,Block Party Robust Porter,American Porter,287,40,5.7,12.0,3,13.68,/img/beers/1873.png
1872,Local Buzz,American Blonde Ale,287,20,5.2,12.0,98,6.78,/img/beers/1872.png
2613,Feel Like Maplin' Love,Oatmeal Stout,22,37,5.5,16.0,54,19.97,/img/beers/2613.png
2612,Father's Beer,Belgian Pale Ale,22,55,5.0,16.0,85,18.67,/img/beers/2612.png
2611,The 26th,American IPA,22,72,6.0,16.0,85,19.37,/img/beers/2611.png
2610,The Gadget,American IPA,22,90,6.4,16.0,13,18.61,/img/beers/2610.png
1657,Leprechaun Lager,American Pale Lager,348,53,4.0,12.0,60,15.37,/img/beers/1657.png
2309,Sunbru Kölsch,Kölsch,160,17,5.2,12.0,21,6.64,/img/beers/2309.png
1616,Pumpkin Porter,American Porter,160,13,5.1,12.0,69,13.56,/img/beers/1616.png
1585,Four Peaks Peach Ale,Fruit / Vegetable Beer,160,9,4.2,12.0,34,17.02,/img/beers/1585.png
358,Hop Knot IPA,American IPA,160,47,6.7,12.0,76,12.0,/img/beers/358.png
179,Kilt Lifter Scottish-Style Ale (2009),Scottish Ale,160,21,6.0,12.0,17,15.73,/img/beers/179.png
178,Sunbru Kölsch,Kölsch,160,23,5.2,12.0,91,8.06,/img/beers/178.png
2428,Four String Vanilla Porter,American Porter,105,25,6.0,12.0,9,17.12,/img/beers/2428.png
2427,Suncaster Summer Wheat,American Pale Wheat Ale,105,28,5.0,12.0,77,16.13,/img/beers/2427.png
2425,Brass Knuckle Pale Ale,American Pale Ale (APA),105,36,5.7,12.0,12,10.63,/img/beers/2425.png
2424,Big Star White IPA,American White IPA,105,70,7.000000000000001,12.0,29,12.99,/img/beers/2424.png
1998,Old Detroit,American Amber / Red Ale,253,69,5.59999999999999,12.0,92,8.09,/img/beers/1998.png
1556,Batch 69 IPA,American IPA,253,69,6.9,12.0,50,16.92,/img/beers/1556.png
1208,Twisted Helles Summer Lager,Munich Helles Lager,253,18,5.5,12.0,59,10.59,/img/beers/1208.png
2526,Texicali ,American Brown Ale,66,33,6.5,12.0,27,11.58,/img/beers/2526.png
2525,Pinata Protest,Witbier,66,26,6.0,12.0,11,9.55,/img/beers/2525.png
